ts,datetime,exchange,symbol,funding_rate,funding_rate_bps,next_funding_time,mark_price,oracle_price,index_price,open_interest
1778872224,2026-05-15T19:10:23.946602+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778872224,2026-05-15T19:10:23.946602+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778872230,2026-05-15T19:10:29.576468+00:00,hyperliquid,BTC,8.281125e-07,0.008281125,,,,,
1778872230,2026-05-15T19:10:29.576468+00:00,hyperliquid,ETH,6.434875e-07,0.006434875,,,,,
1778872230,2026-05-15T19:10:29.576468+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778872230,2026-05-15T19:10:29.576468+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778872285,2026-05-15T19:11:24.793241+00:00,hyperliquid,BTC,8.40075e-07,0.00840075,,,,,
1778872285,2026-05-15T19:11:24.793241+00:00,hyperliquid,ETH,6.590875e-07,0.006590875,,,,,
1778872285,2026-05-15T19:11:24.793241+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778872285,2026-05-15T19:11:24.793241+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778872290,2026-05-15T19:11:30.289067+00:00,hyperliquid,BTC,8.423375e-07,0.008423375,,,,,
1778872290,2026-05-15T19:11:30.289067+00:00,hyperliquid,ETH,6.55875e-07,0.00655875,,,,,
1778872290,2026-05-15T19:11:30.289067+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778872290,2026-05-15T19:11:30.289067+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778872346,2026-05-15T19:12:25.536302+00:00,hyperliquid,BTC,8.45075e-07,0.00845075,,,,,
1778872346,2026-05-15T19:12:25.536302+00:00,hyperliquid,ETH,5.900875e-07,0.005900875,,,,,
1778872346,2026-05-15T19:12:25.536302+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778872346,2026-05-15T19:12:25.536302+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778872352,2026-05-15T19:12:31.907945+00:00,hyperliquid,BTC,8.45425e-07,0.00845425,,,,,
1778872352,2026-05-15T19:12:31.907945+00:00,hyperliquid,ETH,5.96025e-07,0.00596025,,,,,
1778872352,2026-05-15T19:12:31.907945+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778872352,2026-05-15T19:12:31.907945+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778872407,2026-05-15T19:13:26.815490+00:00,hyperliquid,BTC,8.740625e-07,0.008740625,,,,,
1778872407,2026-05-15T19:13:26.815490+00:00,hyperliquid,ETH,6.14075e-07,0.00614075,,,,,
1778872407,2026-05-15T19:13:26.815490+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778872407,2026-05-15T19:13:26.815490+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778872412,2026-05-15T19:13:32.423744+00:00,hyperliquid,BTC,8.766375e-07,0.008766375,,,,,
1778872412,2026-05-15T19:13:32.423744+00:00,hyperliquid,ETH,6.065e-07,0.006065,,,,,
1778872412,2026-05-15T19:13:32.423744+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778872412,2026-05-15T19:13:32.423744+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778872467,2026-05-15T19:14:27.355641+00:00,hyperliquid,BTC,9.032125e-07,0.009032125,,,,,
1778872467,2026-05-15T19:14:27.355641+00:00,hyperliquid,ETH,6.377125e-07,0.006377125,,,,,
1778872467,2026-05-15T19:14:27.355641+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778872467,2026-05-15T19:14:27.355641+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778872473,2026-05-15T19:14:33.113076+00:00,hyperliquid,BTC,9.08825e-07,0.00908825,,,,,
1778872473,2026-05-15T19:14:33.113076+00:00,hyperliquid,ETH,6.225125e-07,0.006225125,,,,,
1778872473,2026-05-15T19:14:33.113076+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778872473,2026-05-15T19:14:33.113076+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778872528,2026-05-15T19:15:28.245673+00:00,hyperliquid,BTC,9.775375e-07,0.009775375,,,,,
1778872528,2026-05-15T19:15:28.245673+00:00,hyperliquid,ETH,5.98225e-07,0.00598225,,,,,
1778872528,2026-05-15T19:15:28.245673+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778872528,2026-05-15T19:15:28.245673+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778872534,2026-05-15T19:15:33.880399+00:00,hyperliquid,BTC,9.792375e-07,0.009792375,,,,,
1778872534,2026-05-15T19:15:33.880399+00:00,hyperliquid,ETH,5.992375e-07,0.005992375,,,,,
1778872534,2026-05-15T19:15:33.880399+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778872534,2026-05-15T19:15:33.880399+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778872589,2026-05-15T19:16:28.962076+00:00,hyperliquid,BTC,9.370125e-07,0.009370125,,,,,
1778872589,2026-05-15T19:16:28.962076+00:00,hyperliquid,ETH,5.823875e-07,0.005823875,,,,,
1778872589,2026-05-15T19:16:28.962076+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778872589,2026-05-15T19:16:28.962076+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778872594,2026-05-15T19:16:34.361194+00:00,hyperliquid,BTC,9.388125e-07,0.009388125,,,,,
1778872594,2026-05-15T19:16:34.361194+00:00,hyperliquid,ETH,5.738875e-07,0.005738875,,,,,
1778872594,2026-05-15T19:16:34.361194+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778872594,2026-05-15T19:16:34.361194+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778872649,2026-05-15T19:17:29.469436+00:00,hyperliquid,BTC,9.311375e-07,0.009311375,,,,,
1778872649,2026-05-15T19:17:29.469436+00:00,hyperliquid,ETH,5.38325e-07,0.00538325,,,,,
1778872649,2026-05-15T19:17:29.469436+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778872649,2026-05-15T19:17:29.469436+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778872655,2026-05-15T19:17:35.077728+00:00,hyperliquid,BTC,9.215625e-07,0.009215625,,,,,
1778872655,2026-05-15T19:17:35.077728+00:00,hyperliquid,ETH,5.340625e-07,0.005340625,,,,,
1778872655,2026-05-15T19:17:35.077728+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778872655,2026-05-15T19:17:35.077728+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778872710,2026-05-15T19:18:30.192468+00:00,hyperliquid,BTC,9.184625e-07,0.009184625,,,,,
1778872710,2026-05-15T19:18:30.192468+00:00,hyperliquid,ETH,5.521625e-07,0.005521625,,,,,
1778872710,2026-05-15T19:18:30.192468+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778872710,2026-05-15T19:18:30.192468+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778872716,2026-05-15T19:18:35.559076+00:00,hyperliquid,BTC,9.2455e-07,0.0092455,,,,,
1778872716,2026-05-15T19:18:35.559076+00:00,hyperliquid,ETH,5.51325e-07,0.00551325,,,,,
1778872716,2026-05-15T19:18:35.559076+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778872716,2026-05-15T19:18:35.559076+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778872770,2026-05-15T19:19:30.435513+00:00,hyperliquid,BTC,9.18025e-07,0.00918025,,,,,
1778872770,2026-05-15T19:19:30.435513+00:00,hyperliquid,ETH,5.6325e-07,0.0056325,,,,,
1778872770,2026-05-15T19:19:30.435513+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778872770,2026-05-15T19:19:30.435513+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778872776,2026-05-15T19:19:36.272308+00:00,hyperliquid,BTC,9.22125e-07,0.00922125,,,,,
1778872776,2026-05-15T19:19:36.272308+00:00,hyperliquid,ETH,5.642e-07,0.005642,,,,,
1778872776,2026-05-15T19:19:36.272308+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778872776,2026-05-15T19:19:36.272308+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778872831,2026-05-15T19:20:31.180915+00:00,hyperliquid,BTC,9.223875e-07,0.009223875,,,,,
1778872831,2026-05-15T19:20:31.180915+00:00,hyperliquid,ETH,5.57e-07,0.00557,,,,,
1778872831,2026-05-15T19:20:31.180915+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778872831,2026-05-15T19:20:31.180915+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778872837,2026-05-15T19:20:37.032946+00:00,hyperliquid,BTC,9.230875e-07,0.009230875,,,,,
1778872837,2026-05-15T19:20:37.032946+00:00,hyperliquid,ETH,5.522625e-07,0.005522625,,,,,
1778872837,2026-05-15T19:20:37.032946+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778872837,2026-05-15T19:20:37.032946+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778872892,2026-05-15T19:21:32.012009+00:00,hyperliquid,BTC,9.497625e-07,0.009497625,,,,,
1778872892,2026-05-15T19:21:32.012009+00:00,hyperliquid,ETH,5.404375e-07,0.005404375,,,,,
1778872892,2026-05-15T19:21:32.012009+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778872892,2026-05-15T19:21:32.012009+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778872898,2026-05-15T19:21:37.842856+00:00,hyperliquid,BTC,9.516875e-07,0.009516875,,,,,
1778872898,2026-05-15T19:21:37.842856+00:00,hyperliquid,ETH,5.39225e-07,0.00539225,,,,,
1778872898,2026-05-15T19:21:37.842856+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778872898,2026-05-15T19:21:37.842856+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778872953,2026-05-15T19:22:32.761377+00:00,hyperliquid,BTC,9.531625e-07,0.009531625,,,,,
1778872953,2026-05-15T19:22:32.761377+00:00,hyperliquid,ETH,5.350625e-07,0.005350625,,,,,
1778872953,2026-05-15T19:22:32.761377+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778872953,2026-05-15T19:22:32.761377+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778872959,2026-05-15T19:22:38.558132+00:00,hyperliquid,BTC,9.566125e-07,0.009566125,,,,,
1778872959,2026-05-15T19:22:38.558132+00:00,hyperliquid,ETH,5.334125e-07,0.005334125,,,,,
1778872959,2026-05-15T19:22:38.558132+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778872959,2026-05-15T19:22:38.558132+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778873014,2026-05-15T19:23:33.588300+00:00,hyperliquid,BTC,9.78175e-07,0.00978175,,,,,
1778873014,2026-05-15T19:23:33.588300+00:00,hyperliquid,ETH,5.00175e-07,0.00500175,,,,,
1778873014,2026-05-15T19:23:33.588300+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778873014,2026-05-15T19:23:33.588300+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778873019,2026-05-15T19:23:39.271719+00:00,hyperliquid,BTC,9.75625e-07,0.00975625,,,,,
1778873019,2026-05-15T19:23:39.271719+00:00,hyperliquid,ETH,4.98475e-07,0.00498475,,,,,
1778873019,2026-05-15T19:23:39.271719+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778873019,2026-05-15T19:23:39.271719+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778873074,2026-05-15T19:24:34.312963+00:00,hyperliquid,BTC,9.557375e-07,0.009557375,,,,,
1778873074,2026-05-15T19:24:34.312963+00:00,hyperliquid,ETH,4.7645e-07,0.0047645,,,,,
1778873074,2026-05-15T19:24:34.312963+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778873074,2026-05-15T19:24:34.312963+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778873080,2026-05-15T19:24:39.987898+00:00,hyperliquid,BTC,9.52225e-07,0.00952225,,,,,
1778873080,2026-05-15T19:24:39.987898+00:00,hyperliquid,ETH,4.79875e-07,0.00479875,,,,,
1778873080,2026-05-15T19:24:39.987898+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778873080,2026-05-15T19:24:39.987898+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778873135,2026-05-15T19:25:35.037786+00:00,hyperliquid,BTC,9.491e-07,0.009491,,,,,
1778873135,2026-05-15T19:25:35.037786+00:00,hyperliquid,ETH,4.983e-07,0.004983,,,,,
1778873135,2026-05-15T19:25:35.037786+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778873135,2026-05-15T19:25:35.037786+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778873141,2026-05-15T19:25:40.680771+00:00,hyperliquid,BTC,9.489625e-07,0.009489625,,,,,
1778873141,2026-05-15T19:25:40.680771+00:00,hyperliquid,ETH,4.946875e-07,0.004946875,,,,,
1778873141,2026-05-15T19:25:40.680771+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778873141,2026-05-15T19:25:40.680771+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778873196,2026-05-15T19:26:35.610181+00:00,hyperliquid,BTC,9.837875e-07,0.009837875,,,,,
1778873196,2026-05-15T19:26:35.610181+00:00,hyperliquid,ETH,4.995375e-07,0.004995375,,,,,
1778873196,2026-05-15T19:26:35.610181+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778873196,2026-05-15T19:26:35.610181+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778873201,2026-05-15T19:26:41.424689+00:00,hyperliquid,BTC,9.866125e-07,0.009866125,,,,,
1778873201,2026-05-15T19:26:41.424689+00:00,hyperliquid,ETH,5.048125e-07,0.005048125,,,,,
1778873201,2026-05-15T19:26:41.424689+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778873201,2026-05-15T19:26:41.424689+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778873256,2026-05-15T19:27:36.134738+00:00,hyperliquid,BTC,9.736875e-07,0.009736875,,,,,
1778873256,2026-05-15T19:27:36.134738+00:00,hyperliquid,ETH,5.2905e-07,0.0052905,,,,,
1778873256,2026-05-15T19:27:36.134738+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778873256,2026-05-15T19:27:36.134738+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778873262,2026-05-15T19:27:42.253881+00:00,hyperliquid,BTC,9.76425e-07,0.00976425,,,,,
1778873262,2026-05-15T19:27:42.253881+00:00,hyperliquid,ETH,5.256e-07,0.005256,,,,,
1778873262,2026-05-15T19:27:42.253881+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778873262,2026-05-15T19:27:42.253881+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778873317,2026-05-15T19:28:36.899373+00:00,hyperliquid,BTC,9.167375e-07,0.009167375,,,,,
1778873317,2026-05-15T19:28:36.899373+00:00,hyperliquid,ETH,5.138125e-07,0.005138125,,,,,
1778873317,2026-05-15T19:28:36.899373+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778873317,2026-05-15T19:28:36.899373+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778873323,2026-05-15T19:28:43.154751+00:00,hyperliquid,BTC,9.157875e-07,0.009157875,,,,,
1778873323,2026-05-15T19:28:43.154751+00:00,hyperliquid,ETH,5.146e-07,0.005146,,,,,
1778873323,2026-05-15T19:28:43.154751+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778873323,2026-05-15T19:28:43.154751+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778873378,2026-05-15T19:29:37.670904+00:00,hyperliquid,BTC,8.853125e-07,0.008853125,,,,,
1778873378,2026-05-15T19:29:37.670904+00:00,hyperliquid,ETH,5.174125e-07,0.005174125,,,,,
1778873378,2026-05-15T19:29:37.670904+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778873378,2026-05-15T19:29:37.670904+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778873384,2026-05-15T19:29:43.657862+00:00,hyperliquid,BTC,8.831375e-07,0.008831375,,,,,
1778873384,2026-05-15T19:29:43.657862+00:00,hyperliquid,ETH,5.221125e-07,0.005221125,,,,,
1778873384,2026-05-15T19:29:43.657862+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778873384,2026-05-15T19:29:43.657862+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778873439,2026-05-15T19:30:38.879417+00:00,hyperliquid,BTC,8.635125e-07,0.008635125,,,,,
1778873439,2026-05-15T19:30:38.879417+00:00,hyperliquid,ETH,5.490625e-07,0.005490625,,,,,
1778873439,2026-05-15T19:30:38.879417+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778873439,2026-05-15T19:30:38.879417+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778873444,2026-05-15T19:30:44.383124+00:00,hyperliquid,BTC,8.59875e-07,0.00859875,,,,,
1778873444,2026-05-15T19:30:44.383124+00:00,hyperliquid,ETH,5.51625e-07,0.00551625,,,,,
1778873444,2026-05-15T19:30:44.383124+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778873444,2026-05-15T19:30:44.383124+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778873500,2026-05-15T19:31:39.669285+00:00,hyperliquid,BTC,8.171625e-07,0.008171625,,,,,
1778873500,2026-05-15T19:31:39.669285+00:00,hyperliquid,ETH,5.619125e-07,0.005619125,,,,,
1778873500,2026-05-15T19:31:39.669285+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778873500,2026-05-15T19:31:39.669285+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778873505,2026-05-15T19:31:44.673110+00:00,hyperliquid,BTC,8.06275e-07,0.00806275,,,,,
1778873505,2026-05-15T19:31:44.673110+00:00,hyperliquid,ETH,5.61325e-07,0.00561325,,,,,
1778873505,2026-05-15T19:31:44.673110+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778873505,2026-05-15T19:31:44.673110+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778873560,2026-05-15T19:32:40.178387+00:00,hyperliquid,BTC,7.518375e-07,0.007518375,,,,,
1778873560,2026-05-15T19:32:40.178387+00:00,hyperliquid,ETH,5.771875e-07,0.005771875,,,,,
1778873560,2026-05-15T19:32:40.178387+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778873560,2026-05-15T19:32:40.178387+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778873565,2026-05-15T19:32:44.964608+00:00,hyperliquid,BTC,7.462125e-07,0.007462125,,,,,
1778873565,2026-05-15T19:32:44.964608+00:00,hyperliquid,ETH,5.777375e-07,0.005777375,,,,,
1778873565,2026-05-15T19:32:44.964608+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778873565,2026-05-15T19:32:44.964608+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778873621,2026-05-15T19:33:40.705589+00:00,hyperliquid,BTC,7.18275e-07,0.00718275,,,,,
1778873621,2026-05-15T19:33:40.705589+00:00,hyperliquid,ETH,6.026875e-07,0.006026875,,,,,
1778873621,2026-05-15T19:33:40.705589+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778873621,2026-05-15T19:33:40.705589+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778873625,2026-05-15T19:33:45.477185+00:00,hyperliquid,BTC,7.165375e-07,0.007165375,,,,,
1778873625,2026-05-15T19:33:45.477185+00:00,hyperliquid,ETH,6.047125e-07,0.006047125,,,,,
1778873625,2026-05-15T19:33:45.477185+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778873625,2026-05-15T19:33:45.477185+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778873681,2026-05-15T19:34:41.448035+00:00,hyperliquid,BTC,6.866625e-07,0.006866625,,,,,
1778873681,2026-05-15T19:34:41.448035+00:00,hyperliquid,ETH,6.30925e-07,0.00630925,,,,,
1778873681,2026-05-15T19:34:41.448035+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778873681,2026-05-15T19:34:41.448035+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778873686,2026-05-15T19:34:45.779362+00:00,hyperliquid,BTC,6.8515e-07,0.0068515,,,,,
1778873686,2026-05-15T19:34:45.779362+00:00,hyperliquid,ETH,6.33e-07,0.00633,,,,,
1778873686,2026-05-15T19:34:45.779362+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778873686,2026-05-15T19:34:45.779362+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778873742,2026-05-15T19:35:42.166692+00:00,hyperliquid,BTC,6.497125e-07,0.006497125,,,,,
1778873742,2026-05-15T19:35:42.166692+00:00,hyperliquid,ETH,6.45325e-07,0.00645325,,,,,
1778873742,2026-05-15T19:35:42.166692+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778873742,2026-05-15T19:35:42.166692+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778873746,2026-05-15T19:35:46.070302+00:00,hyperliquid,BTC,6.484625e-07,0.006484625,,,,,
1778873746,2026-05-15T19:35:46.070302+00:00,hyperliquid,ETH,6.47625e-07,0.00647625,,,,,
1778873746,2026-05-15T19:35:46.070302+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778873746,2026-05-15T19:35:46.070302+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778873803,2026-05-15T19:36:42.904654+00:00,hyperliquid,BTC,6.49875e-07,0.00649875,,,,,
1778873803,2026-05-15T19:36:42.904654+00:00,hyperliquid,ETH,6.78975e-07,0.00678975,,,,,
1778873803,2026-05-15T19:36:42.904654+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778873803,2026-05-15T19:36:42.904654+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778873807,2026-05-15T19:36:46.802681+00:00,hyperliquid,BTC,6.48225e-07,0.00648225,,,,,
1778873807,2026-05-15T19:36:46.802681+00:00,hyperliquid,ETH,6.792375e-07,0.006792375,,,,,
1778873807,2026-05-15T19:36:46.802681+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778873807,2026-05-15T19:36:46.802681+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778873864,2026-05-15T19:37:43.648280+00:00,hyperliquid,BTC,6.143375e-07,0.006143375,,,,,
1778873864,2026-05-15T19:37:43.648280+00:00,hyperliquid,ETH,6.908875e-07,0.006908875,,,,,
1778873864,2026-05-15T19:37:43.648280+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778873864,2026-05-15T19:37:43.648280+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778873868,2026-05-15T19:37:47.523896+00:00,hyperliquid,BTC,6.092875e-07,0.006092875,,,,,
1778873868,2026-05-15T19:37:47.523896+00:00,hyperliquid,ETH,6.89575e-07,0.00689575,,,,,
1778873868,2026-05-15T19:37:47.523896+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778873868,2026-05-15T19:37:47.523896+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778873925,2026-05-15T19:38:44.576574+00:00,hyperliquid,BTC,5.60025e-07,0.00560025,,,,,
1778873925,2026-05-15T19:38:44.576574+00:00,hyperliquid,ETH,7.024875e-07,0.007024875,,,,,
1778873925,2026-05-15T19:38:44.576574+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778873925,2026-05-15T19:38:44.576574+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778873928,2026-05-15T19:38:48.223452+00:00,hyperliquid,BTC,5.561125e-07,0.005561125,,,,,
1778873928,2026-05-15T19:38:48.223452+00:00,hyperliquid,ETH,7.026875e-07,0.007026875,,,,,
1778873928,2026-05-15T19:38:48.223452+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778873928,2026-05-15T19:38:48.223452+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778873985,2026-05-15T19:39:45.279881+00:00,hyperliquid,BTC,5.220375e-07,0.005220375,,,,,
1778873985,2026-05-15T19:39:45.279881+00:00,hyperliquid,ETH,7.11475e-07,0.00711475,,,,,
1778873985,2026-05-15T19:39:45.279881+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778873985,2026-05-15T19:39:45.279881+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778873989,2026-05-15T19:39:48.694377+00:00,hyperliquid,BTC,5.220375e-07,0.005220375,,,,,
1778873989,2026-05-15T19:39:48.694377+00:00,hyperliquid,ETH,7.11475e-07,0.00711475,,,,,
1778873989,2026-05-15T19:39:48.694377+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778873989,2026-05-15T19:39:48.694377+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778874046,2026-05-15T19:40:45.791880+00:00,hyperliquid,BTC,4.942875e-07,0.004942875,,,,,
1778874046,2026-05-15T19:40:45.791880+00:00,hyperliquid,ETH,7.049125e-07,0.007049125,,,,,
1778874046,2026-05-15T19:40:45.791880+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778874046,2026-05-15T19:40:45.791880+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778874049,2026-05-15T19:40:49.419832+00:00,hyperliquid,BTC,4.942875e-07,0.004942875,,,,,
1778874049,2026-05-15T19:40:49.419832+00:00,hyperliquid,ETH,7.049125e-07,0.007049125,,,,,
1778874049,2026-05-15T19:40:49.419832+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778874049,2026-05-15T19:40:49.419832+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778874107,2026-05-15T19:41:46.519888+00:00,hyperliquid,BTC,4.66225e-07,0.00466225,,,,,
1778874107,2026-05-15T19:41:46.519888+00:00,hyperliquid,ETH,7.138625e-07,0.007138625,,,,,
1778874107,2026-05-15T19:41:46.519888+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778874107,2026-05-15T19:41:46.519888+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
1778874110,2026-05-15T19:41:50.196451+00:00,hyperliquid,BTC,4.62775e-07,0.00462775,,,,,
1778874110,2026-05-15T19:41:50.196451+00:00,hyperliquid,ETH,7.154125e-07,0.007154125,,,,,
1778874110,2026-05-15T19:41:50.196451+00:00,hyperliquid,SOL,1.5625e-06,0.015625,,,,,
1778874110,2026-05-15T19:41:50.196451+00:00,hyperliquid,HYPE,1.5625e-06,0.015625,,,,,
